Accession	Organism_Name	GenBank_RefSeq	Release_Date	Isolate	Species	Genus	Family	Length	Nuc_Completeness	Genotype	Segment	Country	Host	Tissue_Specimen_Source	Collection_Date	GenBank_Title
NC_077759	Avian orthoreovirus	RefSeq	2023-05-06		Avian orthoreovirus	Orthoreovirus	Spinareoviridae	1637	complete		S1	Japan	Hypsipetes amaurotis	abdominal cavity	2011-02	Avian orthoreovirus genomic RNA, segment S1, complete sequence, strain: Pycno-1
NC_077760	Avian orthoreovirus	RefSeq	2023-05-06		Avian orthoreovirus	Orthoreovirus	Spinareoviridae	1205	complete		S3	Japan	Hypsipetes amaurotis	abdominal cavity	2011-02	Avian orthoreovirus genomic RNA, segment S3, complete sequence, strain: Pycno-1
NC_077761	Wenzhou crab virus 2	RefSeq	2023-05-06		Chuvivirus canceris	Chuvivirus	Chuviridae	4698	complete		2	China	Charybdis japonica		2013	Wenzhou Crab Virus 2 strain ZCX13 segment 2, complete sequence
NC_077762	Wenzhou crab virus 2	RefSeq	2023-05-06		Chuvivirus canceris	Chuvivirus	Chuviridae	6959	complete		1	China	Charybdis japonica		2013	Wenzhou Crab Virus 2 strain ZCX13 segment 1, complete sequence
NC_077763	Lishi spider virus 1	RefSeq	2023-05-06		Scarabeuvirus lishiense	Scarabeuvirus	Chuviridae	7051	complete		1	China	Parasteatoda tepidariorum		2013	Lishi Spider Virus 1 strain LSZZ11 segment 1, complete sequence
NC_077764	Lishi spider virus 1	RefSeq	2023-05-06		Scarabeuvirus lishiense	Scarabeuvirus	Chuviridae	4426	complete		2	China	Parasteatoda tepidariorum		2013	Lishi Spider Virus 1 strain LSZZ11 segment 2, complete sequence
NC_077769	Infectious bursal disease virus	RefSeq	2023-05-06	1977, from Schobries et al (1977)	Avibirnavirus gumboroense	Avibirnavirus	Birnaviridae	3261	complete		A					Infectious bursal disease virus RNA for small ORF (P2)
NC_077770	Infectious bursal disease virus	RefSeq	2023-05-06	1977 from Schobries et al (1977)	Avibirnavirus gumboroense	Avibirnavirus	Birnaviridae	2827	complete		B					Infectious bursal disease virus RNA for possible polymerase (P2)
NC_077800	Peach leaf pitting-associated virus	RefSeq	2023-05-06	XJ-6	Fabavirus persicae	Fabavirus	Secoviridae	3861	complete		RNA2	China	Prunus persica		2013-05	Peach leaf pitting-associated virus isolate XJ-6 segment RNA2, complete sequence
NC_077801	Peach leaf pitting-associated virus	RefSeq	2023-05-06	XJ-6	Fabavirus persicae	Fabavirus	Secoviridae	6357	complete		RNA1	China	Prunus persica		2013-05	Peach leaf pitting-associated virus isolate XJ-6 segment RNA1, complete sequence
NC_077802	West African Asystasia virus 1	RefSeq	2023-05-06	Benin-asystasia-58-14	West African Asystasia virus 1	Begomovirus	Geminiviridae	2661	complete		DNA-B	Benin	Asystasia		2014	West African Asystasia virus 1 isolate Benin-asystasia-58-14 segment DNA-B, complete sequence
NC_077803	West African Asystasia virus 1	RefSeq	2023-05-06	Benin-asystasia-58-14	West African Asystasia virus 1	Begomovirus	Geminiviridae	2728	complete		DNA-A	Benin	Asystasia		2014	West African Asystasia virus 1 isolate Benin-asystasia-58-14 segment DNA-A, complete sequence
NC_077806	Mammarenavirus choriomeningitidis	RefSeq	2023-05-06		Mammarenavirus choriomeningitidis	Mammarenavirus	Arenaviridae	7228	complete		L					Lymphocytic choriomeningitis virus Armstrong 53b segment RNA L, complete sequence
NC_077807	Mammarenavirus choriomeningitidis	RefSeq	2023-05-06		Mammarenavirus choriomeningitidis	Mammarenavirus	Arenaviridae	3376	complete		S					Lymphocytic choriomeningitis virus Armstrong 53b segment RNA S, complete sequence
NC_077808	La Crosse virus	RefSeq	2023-05-06		Orthobunyavirus lacrosseense	Orthobunyavirus	Peribunyaviridae	984	complete		small	USA			1960	La Crosse virus strain LACV/human/1960 segment small, complete sequence
NC_077809	La Crosse virus	RefSeq	2023-05-06		Orthobunyavirus lacrosseense	Orthobunyavirus	Peribunyaviridae	4526	complete		medium	USA			1960	La Crosse virus strain LACV/human/1960 segment medium, complete sequence
NC_077810	La Crosse virus	RefSeq	2023-05-06		Orthobunyavirus lacrosseense	Orthobunyavirus	Peribunyaviridae	6980	complete		large	USA			1960	La Crosse virus strain LACV/human/1960 segment large, complete sequence
NC_077817	Botryosphaeria dothidea chrysovirus 1	RefSeq	2023-05-06	LW-1	Betachrysovirus botryosphaeriae	Betachrysovirus	Chrysoviridae	3654	complete		RNA 1	China	Botryosphaeria dothidea		2013-07-21	Botryosphaeria dothidea chrysovirus 1 isolate LW-1 segment RNA 1 putative RNA-dependent RNA polymerase (RdRp) gene, complete cds
NC_077818	Botryosphaeria dothidea chrysovirus 1	RefSeq	2023-05-06	LW-1	Betachrysovirus botryosphaeriae	Betachrysovirus	Chrysoviridae	2574	complete		RNA 4	China	Botryosphaeria dothidea		2013-07-21	Botryosphaeria dothidea chrysovirus 1 isolate LW-1 segment RNA 4 hypothetical protein gene, complete cds
NC_077819	Botryosphaeria dothidea chrysovirus 1	RefSeq	2023-05-06	LW-1	Betachrysovirus botryosphaeriae	Betachrysovirus	Chrysoviridae	2597	complete		RNA 3	China	Botryosphaeria dothidea		2013-07-21	Botryosphaeria dothidea chrysovirus 1 isolate LW-1 segment RNA 3 hypothetical protein gene, complete cds
NC_077820	Botryosphaeria dothidea chrysovirus 1	RefSeq	2023-05-06	LW-1	Betachrysovirus botryosphaeriae	Betachrysovirus	Chrysoviridae	2773	complete		RNA 2	China	Botryosphaeria dothidea		2013-07-21	Botryosphaeria dothidea chrysovirus 1 isolate LW-1 segment RNA 2 putative coat protein (CP) gene, complete cds
NC_077825	Calla lily chlorotic spot virus	RefSeq	2023-05-06		Orthotospovirus callaflavi	Orthotospovirus	Tospoviridae	8911	complete	WSMoV	L	Taiwan	Lilium		2001-05	Calla lily chlorotic spot virus segment L, complete sequence
NC_077826	Calla lily chlorotic spot virus	RefSeq	2023-05-06	Calla lily	Orthotospovirus callaflavi	Orthotospovirus	Tospoviridae	3172	complete	WSMoV serotype Calla lily chlorotic spot virus		Taiwan				Calla lily chlorotic spot virus nonstructural protein and nucleocapsid protein genes, complete cds
NC_077827	Calla lily chlorotic spot virus	RefSeq	2023-05-06		Orthotospovirus callaflavi	Orthotospovirus	Tospoviridae	4704	complete	WSMoV	M	Taiwan	Lilium		2001-05	Calla lily chlorotic spot virus segment M, complete sequence
NC_077828	Orthobunyavirus thimiriense	RefSeq	2023-05-06		Orthobunyavirus thimiriense	Orthobunyavirus	Peribunyaviridae	984	complete		S	India	Ardeola grayii		1963-08-23	Thimiri orthobunyavirus strain VRC 66414 segment S, complete sequence
NC_077829	Orthobunyavirus thimiriense	RefSeq	2023-05-06		Orthobunyavirus thimiriense	Orthobunyavirus	Peribunyaviridae	4443	complete		M	India	Ardeola grayii		1963-08-23	Thimiri orthobunyavirus strain VRC 66414 segment M, complete sequence
NC_077830	Orthobunyavirus thimiriense	RefSeq	2023-05-06		Orthobunyavirus thimiriense	Orthobunyavirus	Peribunyaviridae	6991	complete		L	India	Ardeola grayii		1963-08-23	Thimiri orthobunyavirus strain VRC 66414 segment L, complete sequence
NC_077831	Main Drain virus	RefSeq	2023-05-06		Orthobunyavirus kernense	Orthobunyavirus	Peribunyaviridae	6847	complete		L	USA	Aedes vexans		1972	Main Drain virus strain 72V2567 segment L, complete sequence
NC_077832	Main Drain virus	RefSeq	2023-05-06		Orthobunyavirus kernense	Orthobunyavirus	Peribunyaviridae	939	complete		S	USA	Aedes vexans		1972	Main Drain virus strain 72V2567 segment S, complete sequence
NC_077833	Main Drain virus	RefSeq	2023-05-06		Orthobunyavirus kernense	Orthobunyavirus	Peribunyaviridae	4481	complete		M	USA	Aedes vexans		1972	Main Drain virus strain 72V2567 segment M, complete sequence
NC_077834	Manzanilla virus	RefSeq	2023-05-06	TRVL 3586	Orthobunyavirus manzanillaense	Orthobunyavirus	Peribunyaviridae	4516	complete		M	Trinidad and Tobago	Alouatta seniculus		1954	Manzanilla virus isolate TRVL 3586 membrane glycoprotein polyprotein gene, complete cds
NC_077835	Manzanilla virus	RefSeq	2023-05-06	TRVL 3586	Orthobunyavirus manzanillaense	Orthobunyavirus	Peribunyaviridae	982	complete		S	Trinidad and Tobago	Alouatta seniculus		1954	Manzanilla virus isolate TRVL 3586 nucleocapsid protein gene, complete cds
NC_077836	Manzanilla virus	RefSeq	2023-05-06	TRVL 3586	Orthobunyavirus manzanillaense	Orthobunyavirus	Peribunyaviridae	6916	complete		L	Trinidad and Tobago	Alouatta seniculus		1954	Manzanilla virus isolate TRVL 3586 RNA polymerase gene, complete cds
NC_077837	Mammalian orthoreovirus 3 Dearing	RefSeq	2023-05-06	Dearing	Mammalian orthoreovirus	Orthoreovirus	Spinareoviridae	1198	complete	3	S3	USA	Homo sapiens		2002-01	Mammalian orthoreovirus 3 Dearing strain T3D segment S3, complete sequence
NC_077838	Mammalian orthoreovirus 3 Dearing	RefSeq	2023-05-06	Dearing	Mammalian orthoreovirus	Orthoreovirus	Spinareoviridae	1196	complete	3	S4	USA	Homo sapiens		2002-01	Mammalian orthoreovirus 3 Dearing strain T3D segment S4, complete sequence
NC_077839	Mammalian orthoreovirus 3 Dearing	RefSeq	2023-05-06	Dearing	Mammalian orthoreovirus	Orthoreovirus	Spinareoviridae	3860	complete	3	L1	USA	Homo sapiens		2002-01	Mammalian orthoreovirus 3 Dearing strain T3D segment L1, complete sequence
NC_077840	Mammalian orthoreovirus 3 Dearing	RefSeq	2023-05-06	Dearing	Mammalian orthoreovirus	Orthoreovirus	Spinareoviridae	3916	complete	3	L2	USA	Homo sapiens		2002-01	Mammalian orthoreovirus 3 Dearing strain T3D segment L2, complete sequence
NC_077841	Mammalian orthoreovirus 3 Dearing	RefSeq	2023-05-06	Dearing	Mammalian orthoreovirus	Orthoreovirus	Spinareoviridae	2304	complete	3	M1	USA	Homo sapiens		2002-01	Mammalian orthoreovirus 3 Dearing strain T3D segment M1, complete sequence
NC_077842	Mammalian orthoreovirus 3 Dearing	RefSeq	2023-05-06	Dearing	Mammalian orthoreovirus	Orthoreovirus	Spinareoviridae	3901	complete	3	L3	USA	Homo sapiens		2002-01	Mammalian orthoreovirus 3 Dearing strain T3D segment L3, complete sequence
NC_077843	Mammalian orthoreovirus 3 Dearing	RefSeq	2023-05-06	Dearing	Mammalian orthoreovirus	Orthoreovirus	Spinareoviridae	2207	complete	3	M2	USA	Homo sapiens		2002-01	Mammalian orthoreovirus 3 Dearing strain T3D segment M2, complete sequence
NC_077844	Mammalian orthoreovirus 3 Dearing	RefSeq	2023-05-06	Dearing	Mammalian orthoreovirus	Orthoreovirus	Spinareoviridae	1416	complete	3	S1	USA	Homo sapiens		2002-01	Mammalian orthoreovirus 3 Dearing strain T3D segment S1, complete sequence
NC_077845	Mammalian orthoreovirus 3 Dearing	RefSeq	2023-05-06	Dearing	Mammalian orthoreovirus	Orthoreovirus	Spinareoviridae	2241	complete	3	M3	USA	Homo sapiens		2002-01	Mammalian orthoreovirus 3 Dearing strain T3D segment M3, complete sequence
NC_077846	Mammalian orthoreovirus 3 Dearing	RefSeq	2023-05-06	Dearing	Mammalian orthoreovirus	Orthoreovirus	Spinareoviridae	1331	complete	3	S2	USA	Homo sapiens		2002-01	Mammalian orthoreovirus 3 Dearing strain T3D segment S2, complete sequence
NC_077869	Chilibre virus	RefSeq	2023-05-06	VP-118D	Pacuvirus chilibreense	Pacuvirus	Peribunyaviridae	1052	complete		S	Panama	Lutzomyia		1969-09-29	Chilibre virus isolate VP-118D segment S, complete sequence
NC_077870	Chilibre virus	RefSeq	2023-05-06	VP-118D	Pacuvirus chilibreense	Pacuvirus	Peribunyaviridae	6836	complete		L	Panama	Lutzomyia		1969-09-29	Chilibre virus isolate VP-118D segment L, complete sequence
NC_077871	Chilibre virus	RefSeq	2023-05-06	VP-118D	Pacuvirus chilibreense	Pacuvirus	Peribunyaviridae	4655	complete		M	Panama	Lutzomyia		1969-09-29	Chilibre virus isolate VP-118D segment M, complete sequence
NC_078006	Tai Forest reovirus	RefSeq	2023-05-06		Tai Forest coltivirus	Coltivirus	Spinareoviridae	1845	complete		10	Cote d'Ivoire	Molossidae		2006	Tai Forest reovirus putative microtubule-associated protein VP10 (QK577_s10gp1) gene, partial cds
NC_078007	Tai Forest reovirus	RefSeq	2023-05-06		Tai Forest coltivirus	Coltivirus	Spinareoviridae	971	complete		11	Cote d'Ivoire	Molossidae		2006	Tai Forest reovirus uncharacterised protein VP11 (QK577_s11gp1) gene, complete cds
NC_078008	Tai Forest reovirus	RefSeq	2023-05-06	B30	Tai Forest coltivirus	Coltivirus	Spinareoviridae	3513	complete		3	Cote d'Ivoire	Chaerephon aloysiisabaudiae	blood	2009	Tai Forest reovirus isolate B30 putative membrane-spanning protein (QK577_s3gp1) gene, partial cds
NC_078009	Tai Forest reovirus	RefSeq	2023-05-06		Tai Forest coltivirus	Coltivirus	Spinareoviridae	3041	complete		5	Cote d'Ivoire	Molossidae		2006	Tai Forest reovirus uncharacterised protein VP5 (QK577_s5gp1) gene, complete cds
NC_078010	Tai Forest reovirus	RefSeq	2023-05-06		Tai Forest coltivirus	Coltivirus	Spinareoviridae	1398	complete		42	Cote d'Ivoire	Molossidae		2006	Tai Forest reovirus truncated uncharacterised protein VP4 (QK577_s42gp1) gene, partial cds
NC_078011	Tai Forest reovirus	RefSeq	2023-05-06		Tai Forest coltivirus	Coltivirus	Spinareoviridae	1794	complete		41	Cote d'Ivoire	Molossidae		2006	Tai Forest reovirus uncharacterised protein VP4 (QK577_s41gp1) gene, partial cds
NC_078012	Tai Forest reovirus	RefSeq	2023-05-06	B30	Tai Forest coltivirus	Coltivirus	Spinareoviridae	3987	complete		2	Cote d'Ivoire	Chaerephon aloysiisabaudiae	blood	2009	Tai Forest reovirus isolate B30 putative RNA-methyltransferase (QK577_s2gp1) gene, complete cds
NC_078013	Tai Forest reovirus	RefSeq	2023-05-06	B30	Tai Forest coltivirus	Coltivirus	Spinareoviridae	1857	complete		9	Cote d'Ivoire	Chaerephon aloysiisabaudiae	blood	2009	UNVERIFIED: Tai Forest reovirus isolate B30 non-structural protein-like gene, complete sequence; and structural protein (QK577_s9gp1) gene, complete cds
NC_078014	Tai Forest reovirus	RefSeq	2023-05-06	B30	Tai Forest coltivirus	Coltivirus	Spinareoviridae	4356	complete		1	Cote d'Ivoire	Chaerephon aloysiisabaudiae	blood	2009	Tai Forest reovirus isolate B30 RNA-directed RNA polymerase (QK577_s1gp1) gene, complete cds
NC_078015	Tai Forest reovirus	RefSeq	2023-05-06		Tai Forest coltivirus	Coltivirus	Spinareoviridae	2176	complete		8	Cote d'Ivoire	Molossidae		2006	Tai Forest reovirus uncharacterised protein VP8 (QK577_s8gp1) gene, partial cds
NC_078016	Pistacia emaravirus	RefSeq	2023-05-06	55	Pistacia emaravirus	Emaravirus	Fimoviridae	1716	complete		RNA5a	Turkey	Pistacia vera		2017-06-10	Pistacia emaravirus isolate 55 segment RNA5a p5 variant A (QK578_sRNA5agp1) gene, complete cds
NC_078017	Pistacia emaravirus	RefSeq	2023-05-06	55	Pistacia emaravirus	Emaravirus	Fimoviridae	1340	complete		RNA6	Turkey	Pistacia vera		2017-06-10	Pistacia emaravirus isolate 55 segment RNA6 p6 protein (QK578_sRNA6gp1) gene, complete cds
NC_078018	Pistacia emaravirus	RefSeq	2023-05-06	55	Pistacia emaravirus	Emaravirus	Fimoviridae	1709	complete		RNA7	Turkey	Pistacia vera		2017-06-10	Pistacia emaravirus isolate 55 segment RNA7 p7 protein (QK578_sRNA7gp1) gene, complete cds
NC_078019	Pistacia emaravirus	RefSeq	2023-05-06	55	Pistacia emaravirus	Emaravirus	Fimoviridae	7027	complete		RNA1	Turkey	Pistacia vera		2017-06-10	Pistacia emaravirus isolate 55 segment RNA1 RNA replicase p1 (QK578_sRNA1gp1) gene, complete cds
NC_078020	Pistacia emaravirus	RefSeq	2023-05-06	55	Pistacia emaravirus	Emaravirus	Fimoviridae	2245	complete		RNA2	Turkey	Pistacia vera		2017-06-10	Pistacia emaravirus isolate 55 segment RNA2 glycoprotein precursor p2 (QK578_sRNA2gp1) gene, complete cds
NC_078021	Pistacia emaravirus	RefSeq	2023-05-06	55	Pistacia emaravirus	Emaravirus	Fimoviridae	1711	complete		RNA5b	Turkey	Pistacia vera		2017-06-10	Pistacia emaravirus isolate 55 segment RNA5b p5 variant B (QK578_sRNA5bgp1) gene, complete cds
NC_078022	Pistacia emaravirus	RefSeq	2023-05-06	55	Pistacia emaravirus	Emaravirus	Fimoviridae	1525	complete		RNA3	Turkey	Pistacia vera		2017-06-10	Pistacia emaravirus isolate 55 segment RNA3 nucleocapsid protein p3 (QK578_sRNA3gp1) gene, complete cds
NC_078023	Pistacia emaravirus	RefSeq	2023-05-06	55	Pistacia emaravirus	Emaravirus	Fimoviridae	1550	complete		RNA4	Turkey	Pistacia vera		2017-06-10	Pistacia emaravirus isolate 55 segment RNA4 putative MP p4 (QK578_sRNA4gp1) gene, complete cds
NC_078024	Colletotrichum camelliae filamentous virus 1	RefSeq	2023-05-06		Colletotrichum camelliae polymycovirus 1	Polymycovirus	Polymycoviridae	1122	complete		RNA 5	China	Colletotrichum camelliae			Colletotrichum camelliae filamentous virus 1 segment RNA 5, complete sequence
NC_078025	Colletotrichum camelliae filamentous virus 1	RefSeq	2023-05-06		Colletotrichum camelliae polymycovirus 1	Polymycovirus	Polymycoviridae	990	complete		RNA 8	China	Colletotrichum camelliae			Colletotrichum camelliae filamentous virus 1 segment RNA 8, complete sequence
NC_078026	Colletotrichum camelliae filamentous virus 1	RefSeq	2023-05-06		Colletotrichum camelliae polymycovirus 1	Polymycovirus	Polymycoviridae	1299	complete		RNA 4	China	Colletotrichum camelliae			Colletotrichum camelliae filamentous virus 1 segment RNA 4, complete sequence
NC_078027	Colletotrichum camelliae filamentous virus 1	RefSeq	2023-05-06		Colletotrichum camelliae polymycovirus 1	Polymycovirus	Polymycoviridae	1085	complete		RNA 6	China	Colletotrichum camelliae			Colletotrichum camelliae filamentous virus 1 segment RNA 6, complete sequence
NC_078028	Colletotrichum camelliae filamentous virus 1	RefSeq	2023-05-06		Colletotrichum camelliae polymycovirus 1	Polymycovirus	Polymycoviridae	2444	complete		RNA 1	China	Colletotrichum camelliae			Colletotrichum camelliae filamentous virus 1 segment RNA 1, complete sequence
NC_078029	Colletotrichum camelliae filamentous virus 1	RefSeq	2023-05-06		Colletotrichum camelliae polymycovirus 1	Polymycovirus	Polymycoviridae	2253	complete		RNA 2	China	Colletotrichum camelliae			Colletotrichum camelliae filamentous virus 1 segment RNA 2, complete sequence
NC_078030	Colletotrichum camelliae filamentous virus 1	RefSeq	2023-05-06		Colletotrichum camelliae polymycovirus 1	Polymycovirus	Polymycoviridae	1053	complete		RNA 7	China	Colletotrichum camelliae			Colletotrichum camelliae filamentous virus 1 segment RNA 7, complete sequence
NC_078031	Colletotrichum camelliae filamentous virus 1	RefSeq	2023-05-06		Colletotrichum camelliae polymycovirus 1	Polymycovirus	Polymycoviridae	2012	complete		RNA 3	China	Colletotrichum camelliae			Colletotrichum camelliae filamentous virus 1 segment RNA 3, complete sequence
NC_078032	blackberry leaf mottle-associated virus	RefSeq	2023-05-06	Arkansas	Emaravirus rubi	Emaravirus	Fimoviridae	1504	complete			USA	Rubus			Blackberry leaf mottle associated virus isolate Arkansas movement protein (P4) gene, complete cds
NC_078033	blackberry leaf mottle-associated virus	RefSeq	2023-05-06	Arkansas	Emaravirus rubi	Emaravirus	Fimoviridae	7050	complete			USA	Rubus			Blackberry leaf mottle associated virus isolate Arkansas RNA-dependent RNA polymerase (P1) gene, complete cds
NC_078034	blackberry leaf mottle-associated virus	RefSeq	2023-05-06	Arkansas	Emaravirus rubi	Emaravirus	Fimoviridae	1224	complete			USA	Rubus			Blackberry leaf mottle associated virus isolate Arkansas hypothetical protein (P5) gene, complete cds
NC_078035	blackberry leaf mottle-associated virus	RefSeq	2023-05-06	Arkansas	Emaravirus rubi	Emaravirus	Fimoviridae	1510	complete			USA	Rubus			Blackberry leaf mottle associated virus isolate Arkansas nucleocapsid protein (P3) gene, complete cds
NC_078036	blackberry leaf mottle-associated virus	RefSeq	2023-05-06	Arkansas	Emaravirus rubi	Emaravirus	Fimoviridae	2271	complete			USA	Rubus			Blackberry leaf mottle associated virus isolate Arkansas glycoprotein precursor (P2) gene, complete cds
NC_078037	Aspergillus spelaeus tetramycovirus 1	RefSeq	2023-05-06	MUT1993	Aspergillus spelaeus polymycovirus 1	Polymycovirus	Polymycoviridae	1968	complete		RNA3	Italy	Aspergillus spelaeus		2017-01	Aspergillus spelaeus tetramycovirus 1 isolate MUT1993 segment RNA3 methyltransferase (QK581_sRNA3gp1) gene, complete cds
NC_078038	Aspergillus spelaeus tetramycovirus 1	RefSeq	2023-05-06	MUT1993	Aspergillus spelaeus polymycovirus 1	Polymycovirus	Polymycoviridae	2219	complete		RNA4	Italy	Aspergillus spelaeus		2017-01	Aspergillus spelaeus tetramycovirus 1 isolate MUT1993 segment RNA4 hypothetical protein (QK581_sRNA4gp1) gene, complete cds
