acc	refseq_len	segment_name	superkingdom	kingdom	family	genus	species
NC_027427	2903	segment	Viruses				Ustilaginoidea virens unassigned RNA virus HNND-1
NC_027432	351	segment	Viruses		Pospiviroidae	Pospiviroid	Pospiviroid plvd
NC_027431	1375	segment	Viruses		Alphasatellitidae		Chilli leaf curl India alphasatellite
NC_027430	2218	segment	Viruses		Anelloviridae	Gyrovirus	Gyrovirus fulgla1
NC_027429	4590	segment	Viruses	Shotokuvirae	Parvoviridae	Dependoparvovirus	Dependoparvovirus squamate2
NC_027534	3895	segment 1	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Chenuda virus
NC_027535	2787	segment 2	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Chenuda virus
NC_027537	1767	segment 4	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Chenuda virus
NC_027538	1700	segment 5	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Chenuda virus
NC_027549	1230	segment 7	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Chenuda virus
NC_027550	1177	segment 8	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Chenuda virus
NC_027552	746	segment 10	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Chenuda virus
NC_027551	1005	segment 9	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Chenuda virus
NC_027536	1931	segment 3	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Chenuda virus
NC_027548	1672	segment 6	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Chenuda virus
NC_027563	3555	segment 1	Viruses	Orthornavirae	Chrysoviridae	Betachrysovirus	Betachrysovirus foxyspori
NC_027565	2794	segment 3	Viruses	Orthornavirae	Chrysoviridae	Betachrysovirus	Betachrysovirus foxyspori
NC_027566	2646	segment 4	Viruses	Orthornavirae	Chrysoviridae	Betachrysovirus	Betachrysovirus foxyspori
NC_027564	2809	segment 2	Viruses	Orthornavirae	Chrysoviridae	Betachrysovirus	Betachrysovirus foxyspori
NC_027553	3888	segment 1	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Chobar Gorge virus
NC_027567	3762	segment 1	Viruses	Orthornavirae			Lutzomyia reovirus 1
NC_027568	3687	segment 2	Viruses	Orthornavirae			Lutzomyia reovirus 1
NC_027569	3200	segment 4	Viruses	Orthornavirae			Lutzomyia reovirus 1
NC_027571	841	segment 10	Viruses	Orthornavirae			Lutzomyia reovirus 1
NC_027573	1533	segment 8	Viruses	Orthornavirae			Lutzomyia reovirus 1
NC_027576	1345	segment 9	Viruses	Orthornavirae			Lutzomyia reovirus 1
NC_027574	2237	segment 5	Viruses	Orthornavirae			Lutzomyia reovirus 1
NC_027570	1825	segment 7	Viruses	Orthornavirae			Lutzomyia reovirus 1
NC_027572	3685	segment 3	Viruses	Orthornavirae			Lutzomyia reovirus 1
NC_027532	5159	segment	Viruses	Shotokuvirae	Polyomaviridae		Pan troglodytes troglodytes polyomavirus 1
NC_027528	7291	segment	Viruses	Shotokuvirae	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 27
NC_027527	8041	segment	Viruses	Orthornavirae	Betaflexiviridae	Carlavirus	Pea streak virus
NC_027533	3944	segment 1	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Wad Medani virus
NC_027539	2791	segment 2	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Wad Medani virus
NC_027540	1920	segment 3	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Wad Medani virus
NC_027543	1686	segment 6	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Wad Medani virus
NC_027545	1169	segment 8	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Wad Medani virus
NC_027546	997	segment 9	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Wad Medani virus
NC_027547	729	segment 10	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Wad Medani virus
NC_027542	1761	segment 5	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Wad Medani virus
NC_027544	1207	segment 7	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Wad Medani virus
NC_027541	1805	segment 4	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Wad Medani virus
NC_027531	5318	segment	Viruses	Shotokuvirae	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus ranorvegicus
NC_027530	1789	segment	Viruses	Shotokuvirae	Circoviridae	Cyclovirus	Cyclovirus risi
NC_027619	6169	segment	Viruses	Orthornavirae	Tymoviridae		Varroa Tymo-like virus
NC_027637	4656	segment	Viruses	Sangervirae	Microviridae		Gokushovirinae Bog8989_22
NC_027636	4501	segment	Viruses	Sangervirae	Microviridae		Gokushovirinae Bog5712_52
NC_027635	4815	segment	Viruses	Sangervirae	Microviridae		Microviridae Bog5275_51
NC_027634	4451	segment	Viruses	Sangervirae	Microviridae		Microviridae Bog1249_12
NC_027633	4609	segment	Viruses	Sangervirae	Microviridae		Gokushovirinae Bog1183_53
NC_027631	6258	segment	Viruses	Orthornavirae	Tymoviridae		Bee Macula-like virus
NC_027648	4453	segment	Viruses	Sangervirae	Microviridae		Microviridae Fen7940_21
NC_027647	4199	segment	Viruses	Sangervirae	Microviridae		Microviridae Fen7918_21
NC_027646	4424	segment	Viruses	Sangervirae	Microviridae		Microviridae Fen7895_21
NC_027645	4631	segment	Viruses	Sangervirae	Microviridae		Gokushovirinae Fen7875_21
NC_027644	4686	segment	Viruses	Sangervirae	Microviridae		Microviridae Fen7786_21
NC_027643	4654	segment	Viruses	Sangervirae	Microviridae		Microviridae Fen685_11
NC_027642	4624	segment	Viruses	Sangervirae	Microviridae		Gokushovirinae Fen672_31
NC_027641	4552	segment	Viruses	Sangervirae	Microviridae		Microviridae Fen4707_41
NC_027640	4949	segment	Viruses	Sangervirae	Microviridae		Microviridae Fen418_41
NC_027639	4366	segment	Viruses	Sangervirae	Microviridae		Microviridae Fen2266_11
NC_027638	4671	segment	Viruses	Sangervirae	Microviridae		Microviridae Bog9017_22
NC_027701	4666	segment	Viruses	Orthornavirae	Totiviridae	Trichomonasvirus	Trichomonas vaginalis virus 1
NC_027714	2745	segment	Viruses	Shotokuvirae	Geminiviridae	Capulavirus	Alfalfa leaf curl virus
NC_027710	4230	segment	Viruses	Orthornavirae	Tombusviridae	Umbravirus	Umbravirus papaveri
NC_027712	15395	segment	Viruses	Orthornavirae	Closteroviridae	Closterovirus	Tobacco virus 1
NC_027713	10119	segment	Viruses	Orthornavirae	Iflaviridae	Iflavirus	Bombyx mori iflavirus
NC_027706	9829	segment	Viruses	Orthornavirae	Potyviridae	Potyvirus	Lettuce Italian necrotic virus
NC_027711	6327	segment	Viruses	Orthornavirae	Astroviridae	Mamastrovirus	Dromedary astrovirus
NC_027702	683	segment	Viruses				Trichomonas vaginalis virus dsRNA satellite S1
NC_027703	5961	segment	Viruses	Orthornavirae	Solemoviridae	Polerovirus	Luffa aphid-borne yellows virus
NC_027720	4830	segment M	Viruses	Orthornavirae	Tospoviridae	Orthotospovirus	Orthotospovirus chrysanthinecrocaulis
NC_027719	2947	segment S	Viruses	Orthornavirae	Tospoviridae	Orthotospovirus	Orthotospovirus chrysanthinecrocaulis
NC_027718	8955	segment L	Viruses	Orthornavirae	Tospoviridae	Orthotospovirus	Orthotospovirus chrysanthinecrocaulis
NC_027776	2152	segment	Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus chickad1
NC_027777	2530	segment	Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Rat associated porprismacovirus 1
NC_027783	2237	segment	Viruses	Shotokuvirae	Circoviridae		Littorina sp. associated circular virus
NC_027789	2291	segment	Viruses	Shotokuvirae	Circoviridae		Hermit crab associated circular virus
NC_027793	1999	segment	Viruses	Shotokuvirae	Circoviridae		Gammarus sp. amphipod associated circular virus
NC_027791	1635	segment	Viruses	Shotokuvirae	Circoviridae		Fiddler Crab associated circular virus
NC_027787	1799	segment	Viruses	Shotokuvirae	Circoviridae		Farfantepenaeus duorarum pink shrimp associated circular virus
NC_027782	2061	segment	Viruses	Shotokuvirae	Circoviridae		Didemnum sp. Sea Squirt associated virus
NC_027785	1876	segment	Viruses	Shotokuvirae	Circoviridae		Callinectes sapidus associated circular virus
NC_027784	1241	segment	Viruses	Shotokuvirae	Circoviridae		Callinectes ornatus blue crab associated circular virus
NC_027795	2469	segment	Viruses	Shotokuvirae	Circoviridae		Calanoida sp. copepod associated circular virus
NC_027796	1826	segment	Viruses	Shotokuvirae	Circoviridae		Artemia melana sponge associated circular genome
NC_027781	1901	segment	Viruses	Shotokuvirae	Circoviridae		Aiptasia sp. sea anemone associated circular virus
NC_027802	1199	segment 9	Viruses	Orthornavirae			Grapevine Cabernet Sauvignon reovirus
NC_027808	3826	segment 3	Viruses	Orthornavirae			Grapevine Cabernet Sauvignon reovirus
NC_027809	2457	segment 5	Viruses	Orthornavirae			Grapevine Cabernet Sauvignon reovirus
NC_027810	1110	segment 10	Viruses	Orthornavirae			Grapevine Cabernet Sauvignon reovirus
NC_035937	1541	segment 6	Viruses	Orthornavirae			Grapevine Cabernet Sauvignon reovirus
NC_035938	1959	segment 7	Viruses	Orthornavirae			Grapevine Cabernet Sauvignon reovirus
NC_035939	1639	segment 8	Viruses	Orthornavirae			Grapevine Cabernet Sauvignon reovirus
NC_035935	3235	segment 1	Viruses	Orthornavirae			Grapevine Cabernet Sauvignon reovirus
NC_035936	3781	segment 4	Viruses	Orthornavirae			Grapevine Cabernet Sauvignon reovirus
NC_027816	3849	segment 2	Viruses	Orthornavirae			Grapevine Cabernet Sauvignon reovirus
NC_027804	1775	segment 5	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Tibet orbivirus
NC_027805	1165	segment 7	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Tibet orbivirus
NC_027806	1151	segment 8	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Tibet orbivirus
NC_027811	2900	segment 2	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Tibet orbivirus
NC_027812	2761	segment 3	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Tibet orbivirus
NC_027813	1979	segment 4	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Tibet orbivirus
NC_027803	3950	segment 1	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Tibet orbivirus
NC_027807	833	segment 10	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Tibet orbivirus
NC_027814	1636	segment 6	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Tibet orbivirus
NC_027815	1100	segment 9	Viruses	Orthornavirae	Sedoreoviridae	Orbivirus	Tibet orbivirus
NC_027779	7320	segment	Viruses	Shotokuvirae	Papillomaviridae		Human papillomavirus
NC_027790	1063	segment	Viruses	Shotokuvirae	Circoviridae		Hermit crab associated circular genome
NC_027799	1600	segment	Viruses	Shotokuvirae	Circoviridae		Sicyonia brevirostris associated circular virus
NC_027797	1240	segment	Viruses	Shotokuvirae	Circoviridae		Primnoa pacifica coral associated circular virus
NC_027780	1815	segment	Viruses	Shotokuvirae	Circoviridae		Petrochirus diogenes giant hermit crab associated circular virus
NC_027798	2292	segment	Viruses	Shotokuvirae	Circoviridae		Paramuricea placomus associated circular virus
NC_027800	2257	segment	Viruses	Shotokuvirae	Circoviridae		Palaemonetes sp. common grass shrimp associated circular virus
NC_027792	1895	segment	Viruses	Shotokuvirae	Circoviridae		Palaemonetes kadiakensis Mississippi grass shrimp associated circular virus
NC_027786	2293	segment	Viruses	Shotokuvirae	Circoviridae		Palaemonetes intermedius brackish grass shrimp associated circular virus
NC_027794	1894	segment	Viruses	Shotokuvirae	Circoviridae		Mytilus sp. clam associated circular virus
NC_027788	2305	segment	Viruses	Shotokuvirae	Circoviridae		Marine snail associated circular virus
NC_027801	2167	segment	Viruses	Shotokuvirae	Circoviridae		Lytechinus variegatus variable sea urchin associated circular virus
NC_027822	1767	segment 1	Viruses	Orthornavirae	Partitiviridae		Verticillium dahliae partitivirus 1
NC_027823	1574	segment 2	Viruses	Orthornavirae	Partitiviridae		Verticillium dahliae partitivirus 1
NC_027916	160358	segment	Viruses	Heunggongvirae	Orthoherpesviridae	Scutavirus	Scutavirus testudinidalpha3
NC_027915	11649	segment	Viruses	Orthornavirae	Secoviridae	Waikavirus	Waikavirus campanulae
NC_027821	2188	segment	Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus ratas1
NC_027818	7476	segment	Viruses	Orthornavirae	Picornaviridae	Hepatovirus	Hepatovirus B
NC_027820	2253	segment	Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus poass1
NC_027920	14729	segment	Viruses	Orthornavirae	Endornaviridae	Alphaendornavirus	Hot pepper alphaendornavirus
NC_030690	8930	segment	Viruses	Orthornavirae	Bornaviridae	Orthobornavirus	Orthobornavirus serini
NC_029255	129563	segment	Viruses	Heunggongvirae	Orthoherpesviridae		Myotis gammaherpesvirus 8
NC_027924	8105	segment	Viruses	Pararnavirae	Caulimoviridae	Caulimovirus	Caulimovirus maculatractylodei
NC_027923	132831	segment	Viruses		Baculoviridae	Alphabaculovirus	Alphabaculovirus peluscae
NC_027917	9855	segment	Viruses	Orthornavirae	Iflaviridae		Opsiphanes invirae iflavirus 1
NC_027919	8087	segment	Viruses	Orthornavirae	Picornaviridae	Kobuvirus	Aichivirus D
NC_027918	8496	segment	Viruses	Orthornavirae	Picornaviridae	Kobuvirus	Aichivirus D
NC_027926	7244	segment RNA 1	Viruses	Orthornavirae	Secoviridae	Torradovirus	Tomato necrotic dwarf virus
NC_027927	4904	segment RNA 2	Viruses	Orthornavirae	Secoviridae	Torradovirus	Tomato necrotic dwarf virus
NC_027922	3542	segment	Viruses	Pararnavirae	Hepadnaviridae	Parahepadnavirus	White sucker hepatitis B virus
NC_027928	3415	segment RNA 1	Viruses	Orthornavirae	Bromoviridae	Ilarvirus	Privet ringspot virus
NC_027929	2863	segment RNA 2	Viruses	Orthornavirae	Bromoviridae	Ilarvirus	Privet ringspot virus
NC_027930	2140	segment RNA 3	Viruses	Orthornavirae	Bromoviridae	Ilarvirus	Privet ringspot virus
NC_027998	9867	segment	Viruses	Orthornavirae	Flaviviridae	Pegivirus	Pegivirus columbiaense
NC_028044	3956	segment	Viruses	Orthornavirae	Totiviridae		Maize-associated totivirus 1
NC_028045	1767	segment	Viruses	Shotokuvirae	Circoviridae	Circovirus	Circovirus bastao
NC_028046	2744	segment DNA A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Chilli leaf curl Ahmedabad virus-India [India/Ahmedabad/2014]
NC_028099	122522	segment	Viruses	Heunggongvirae	Orthoherpesviridae	Percavirus	Percavirus felidgamma1
NC_028097	3421	segment RNA 1	Viruses	Orthornavirae	Nodaviridae		Orsay virus
NC_028098	2574	segment RNA 2	Viruses	Orthornavirae	Nodaviridae		Orsay virus
NC_028115	1387	segment	Viruses		Alphasatellitidae		Mesta yellow vein mosaic virus alphasatellite
NC_028126	7197	segment	Viruses	Shotokuvirae	Papillomaviridae	Xipapillomavirus	Xipapillomavirus 2
NC_028125	7233	segment	Viruses	Shotokuvirae	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 20
NC_028134	2937	segment RA22	Viruses	Orthornavirae	Nodaviridae		Le Blanc nodavirus
NC_028133	3473	segment RA11	Viruses	Orthornavirae	Nodaviridae		Le Blanc nodavirus
NC_028124	2776	segment DNA A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Vinca leaf curl virus
NC_028114	2765	segment DNA A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Tomato leaf curl Comoros virus
NC_028111	8334	segment	Viruses	Orthornavirae	Betaflexiviridae	Carlavirus	Nerine latent virus
NC_028129	3179	segment	Viruses	Pararnavirae	Hepadnaviridae	Orthohepadnavirus	Woolly monkey hepatitis B virus
NC_028119	5024	segment	Viruses	Shotokuvirae	Polyomaviridae	Betapolyomavirus	Betapolyomavirus marvalis
NC_028117	5032	segment	Viruses	Shotokuvirae	Polyomaviridae	Betapolyomavirus	Betapolyomavirus myoglareolus
NC_028132	434	segment	Viruses		Avsunviroidae	Pelamoviroid	Apple hammerhead viroid
NC_028131	328	segment	Viruses		Pospiviroidae	Apscaviroid	Apscaviroid glvd
NC_028116	1381	segment	Viruses		Alphasatellitidae		Ageratum conyzoides symptomless alphasatellite
NC_028128	1353	segment	Viruses		Tolecusatellitidae	Betasatellite	Malachra yellow vein mosaic betasatellite
NC_028130	1353	segment	Viruses		Tolecusatellitidae	Betasatellite	Luffa begomovirus betasatellite
NC_028127	5358	segment	Viruses	Shotokuvirae	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus ponabelii
NC_030688	8915	segment	Viruses	Orthornavirae	Bornaviridae	Orthobornavirus	Orthobornavirus alphapsittaciforme
NC_028368	22879	segment	Viruses				Sanxia water strider virus 6
NC_028374	26315	segment	Viruses				Gamboa mosquito virus
NC_028371	16248	segment	Viruses				Bole tick virus 4
NC_028376	18697	segment	Viruses				Beihai barnacle viurs 1
NC_028365	6929	segment	Viruses	Orthornavirae	Picornaviridae	Hepatovirus	Hepatovirus H
NC_028364	7810	segment	Viruses	Orthornavirae	Picornaviridae	Hepatovirus	Hepatovirus I
NC_028363	7656	segment	Viruses	Orthornavirae	Picornaviridae	Hepatovirus	Hepatovirus D
NC_028378	8768	segment	Viruses	Orthornavirae	Totiviridae		Papaya meleira virus
NC_028372	24521	segment	Viruses				Xinzhou spider virus 2
NC_028370	21779	segment	Viruses				Xingshan cricket virus
NC_028377	9653	segment	Viruses	Orthornavirae	Flaviviridae	Hepacivirus	Wenling shark virus
NC_028367	19537	segment	Viruses				Tacheng tick virus 8
NC_028373	18554	segment	Viruses				Shuangao lacewing virus 2
NC_028369	21414	segment	Viruses				Shayang spider virus 4
NC_028375	16053	segment	Viruses				Shayang fly virus 4
NC_028387	2850	segment 4	Viruses				Wuhan aphid virus 2
NC_028382	3053	segment 1	Viruses				Wuhan aphid virus 2
NC_028383	2818	segment 3	Viruses				Wuhan aphid virus 2
NC_028386	2169	segment 2	Viruses				Wuhan aphid virus 2
NC_028384	2166	segment 2	Viruses				Wuhan aphid virus 1
NC_028385	2829	segment 4	Viruses				Wuhan aphid virus 1
NC_028389	2841	segment 3	Viruses				Wuhan aphid virus 1
NC_028388	3156	segment 1	Viruses				Wuhan aphid virus 1
NC_028391	1940	segment 2	Viruses				Shuangao insect virus 7
NC_028392	2670	segment 4	Viruses				Shuangao insect virus 7
NC_028396	3040	segment 1	Viruses				Shuangao insect virus 7
NC_028397	2756	segment 3	Viruses				Shuangao insect virus 7
NC_028393	2236	segment 2	Viruses				Wuhan flea virus
NC_028398	3170	segment 1	Viruses				Wuhan flea virus
NC_028399	2863	segment 3	Viruses				Wuhan flea virus
NC_028394	2698	segment 4	Viruses				Wuhan flea virus
NC_028395	2770	segment 3	Viruses				Wuhan cricket virus
NC_028402	2735	segment 4	Viruses				Wuhan cricket virus
NC_028400	3135	segment 1	Viruses				Wuhan cricket virus
NC_028401	1845	segment 2	Viruses				Wuhan cricket virus
NC_028136	5111	segment	Viruses	Shotokuvirae	Parvoviridae	Tetraparvovirus	Tetraparvovirus ungulate1
NC_028144	7178	segment RNA 1	Viruses	Orthornavirae	Potyviridae	Bymovirus	Rice necrosis mosaic virus
NC_028145	3579	segment RNA 2	Viruses	Orthornavirae	Potyviridae	Bymovirus	Rice necrosis mosaic virus
NC_028142	2668	segment DNA A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Melochia yellow mosaic virus
NC_028143	2620	segment DNA B	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Melochia yellow mosaic virus
NC_028141	2589	segment DNA B	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Melochia mosaic virus
NC_028140	2624	segment DNA A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Melochia mosaic virus
NC_028137	22780	segment	Viruses	Orthornavirae	Flaviviridae		Macrosiphum euphorbiae virus 1
NC_028138	2638	segment DNA B	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Melon chlorotic leaf curl virus
NC_004732	2662	segment DNA A	Viruses	Shotokuvirae	Geminiviridae	Begomovirus	Melon chlorotic leaf curl virus
NC_028146	3644	segment RNA 2	Viruses	Orthornavirae	Secoviridae	Comovirus	Comovirus rugomusivum
NC_028139	5909	segment RNA 1	Viruses	Orthornavirae	Secoviridae	Comovirus	Comovirus rugomusivum
NC_028240	8887	segment	Viruses	Orthornavirae		Posavirus	Posavirus 3
NC_028230	12020	segment	Viruses	Orthornavirae	Rhabdoviridae	Arurhavirus	Arurhavirus inhangapi
NC_028243	10795	segment	Viruses	Orthornavirae	Chuviridae	Mivirus	Mivirus suffolkense
NC_028232	11214	segment	Viruses	Orthornavirae	Rhabdoviridae	Sunrhavirus	Sunrhavirus walkabout
NC_028242	2923	segment	Viruses				Colletotrichum higginsianum non-segmented dsRNA virus 1
NC_028239	16133	segment	Viruses	Orthornavirae	Rhabdoviridae	Ephemerovirus	Ephemerovirus koolpinyah
NC_028236	11072	segment	Viruses	Orthornavirae	Rhabdoviridae	Ledantevirus	Ledantevirus kumasi
NC_028241	14478	segment	Viruses	Orthornavirae	Rhabdoviridae	Ephemerovirus	Ephemerovirus yata
NC_028244	12706	segment	Viruses	Orthornavirae	Rhabdoviridae	Cytorhabdovirus	Cytorhabdovirus hordei
NC_028231	13188	segment	Viruses	Orthornavirae	Rhabdoviridae	Betanucleorhabdovirus	Betanucleorhabdovirus daturae
NC_028249	15696	segment	Viruses	Orthornavirae	Paramyxoviridae	Morbillivirus	Morbillivirus phocae
NC_028246	14627	segment	Viruses	Orthornavirae	Rhabdoviridae	Ephemerovirus	Ephemerovirus adelaide
NC_028253	2605	segment B	Viruses	Orthornavirae	Birnaviridae	Aquabirnavirus	Tasmanian aquabirnavirus
NC_028252	2942	segment A	Viruses	Orthornavirae	Birnaviridae	Aquabirnavirus	Tasmanian aquabirnavirus
NC_028250	2499	segment 2	Viruses	Orthornavirae	Partitiviridae	Betapartitivirus	Rosellinia necatrix partitivirus 6
NC_028251	2462	segment 1	Viruses	Orthornavirae	Partitiviridae	Betapartitivirus	Rosellinia necatrix partitivirus 6
NC_028255	11003	segment	Viruses	Orthornavirae	Rhabdoviridae	Vesiculovirus	Vesiculovirus cocal
NC_028265	12004	segment	Viruses	Orthornavirae	Chuviridae	Culicidavirus	Culicidavirus culicidae
NC_028264	10017	segment	Viruses				Tacheng Tick Virus 5
